,0,1,2
0,7.934288807452621,7.341595871435015,6.944175201310274
1,6.53836035660441,7.72001427487638,7.233968654807703
2,6.8590077393721725,7.233899716747647,7.069985103987123
3,6.539019643863332,7.7486838727793685,7.2712046994544215
4,7.973532039521831,6.566597395926106,6.49015670558596
5,6.792265835990294,7.515064335330588,7.237655222999833
6,6.552074859427072,7.776706750660481,7.514180604174835
7,7.7024600437650275,6.464151802973452,6.42485044482161
8,7.884895913648406,6.621119939802905,6.500361712789714
9,7.196571622206032,7.129440302260061,6.764325912607479
10,6.553799343445953,7.451333735721207,7.3981753119334615
11,6.8379132877619515,7.554157638758305,7.253144665058801
12,6.578253224101052,7.686345452120392,7.475536221654541
13,7.893106298925977,6.4902225555899635,6.4854579201935065
14,6.563352660390122,7.803845630374822,7.642101068841226
15,7.763063295411583,7.397870125745381,7.107023986729288
16,7.489029006132232,6.522248412938591,6.393630652236551
17,7.034951701871772,7.042909589714207,6.779061589647934
18,7.274388432735517,7.120143939384993,6.733232955517395
19,7.618274786215213,6.868855675971671,6.804803720688891
20,7.155293545668267,7.181642836080519,6.810371482006143
21,7.0120391013480186,7.534999311683197,7.343299014009564
22,7.6343627845798165,6.968723070169152,6.828333655114406
23,7.7052897096413915,7.18263472293351,7.219752806341246
24,6.822242281246609,6.431028478365624,6.486446584340417
25,6.994947525708408,7.08937151398024,6.974462881341634
26,7.994100773395012,6.789242182040136,6.661660233421966
27,7.160828466269052,7.173827385963085,7.152256396414093
28,7.0486139680448705,7.079502498482567,7.10024694476065
29,6.646090767921118,6.775777918745295,6.842432006255213
30,6.514947958767242,7.40019407040958,7.625827461449449
31,6.54640247482684,7.708801419672942,7.9348592117284165
32,7.454866224826703,6.478173905843978,6.51406078081493
33,7.5478249879203485,6.463695085284686,6.513712711269969
34,7.73418670455853,7.193042696086686,7.188373320599882
35,7.959066677737842,6.916545736332823,6.624241652799907
36,7.579810803807245,6.61721144260635,6.610476946407882
37,7.683208874740486,6.486772712975201,6.537204604129448
38,8.10043458457447,6.685767593386193,6.582625161829372
39,8.102215182113575,6.792977773491827,6.5849774145929345
40,6.777635822453158,7.460672177006231,7.481815755014686
41,6.9559183330846786,6.461000278986411,6.480696463163381
