,0,1,2,3,4,5,6
0,7.835687797244477,7.349493669592174,6.5585635768159065,7.547453294148544,7.821964333831648,7.845259675685205,7.668405374802984
1,7.789607821760284,7.564124727834027,6.606686209654117,7.564797709120659,7.818847960085989,7.2059875668117845,7.607095688923507
2,7.862965373503622,7.531038762664472,6.614721858456856,7.661889181518638,7.921604555240881,7.418007266229436,7.692172977481506
3,7.836059553700683,7.5922563191731625,6.703043006029113,7.7195133501493505,7.8628938528041585,7.61122617122723,7.74809962543058
4,6.70085959905888,7.978168127918861,7.484163061545977,8.435659471114265,7.758971229291282,7.324225957438131,7.489885256080628
5,6.653204269391113,7.986572430828055,7.466070649871885,8.431736120857837,7.725475249430313,7.267835067436302,7.434423722085787
6,8.025733537716464,7.119802403456609,6.525222724971996,7.5970345238084285,8.060570634727512,8.289928841789674,7.864924725093343
7,6.653900441606911,8.099484950554036,7.541067488672086,8.348745851928147,7.616605730210907,7.239330900710532,7.405898301720606
8,7.848690380499133,6.7061396543759315,6.3798665574321864,7.29026909582346,7.792986489773014,8.5167688909149,7.758674797818176
9,7.626977148744318,7.87195014583883,7.016624431727208,7.840702727079106,7.8230461494739,7.290557031947989,7.507891256383239
10,7.501715154443282,7.868430753085077,6.981448066479061,7.88525214025086,7.810679936561611,7.3982048668684754,7.523108844626793
11,7.492298498543729,7.850829148110492,7.054866263465052,7.731481874159532,7.670962788206468,7.166262398700917,7.4296951852024
12,7.736915533061452,7.187732743521891,6.429313112675906,7.212808194600487,7.427621274403296,7.411089957793574,7.491283363883461
13,7.488176790516419,7.861273793057069,6.941791206505613,7.971069788413745,7.886234764033789,7.609377186358559,7.597633464392141
14,6.615880323446488,8.067925261698559,7.373836683241693,8.290444685465085,7.598470385129621,7.238269143612044,7.381253318435791
15,7.136210414255492,7.872596948745536,7.3385619198342535,8.2188673921653,7.7201002692938845,7.169991763294981,7.476458447077133
16,7.831435341186213,6.994809417759084,6.389469383021478,7.09229828149622,7.466710549859739,7.773417152762898,7.559368240564872
17,7.078012704382011,7.891573972743175,7.438757037518523,8.281461196739995,7.7048466519754,7.15314862781074,7.476606064142464
18,8.038410808385304,7.241479726877432,6.55308238018374,7.625644364698031,8.064945917131288,8.177803362690977,7.846604474747119
19,7.615988038567324,7.894818002145925,7.09001468843196,7.8671106515876055,7.829968533852549,7.273889177157177,7.4884003916150474
20,7.633321758926728,7.872376234689027,7.0899154944465295,7.981195787046827,7.906490850464532,7.346852674911358,7.543560912671006
21,6.66022699615316,8.075838913768445,7.806278976701647,8.569282805098117,7.706480514062978,7.256569104131412,7.457489161506634
22,6.580582166523875,7.817211022455188,7.4832796987696755,8.500191922143038,7.567945196616124,7.233838144831253,7.3617840454082835
23,7.158517116219569,7.821325213227213,7.057038534209282,7.7333909145739295,7.5332297448025,7.156883986013389,7.354620076075507
24,6.569872646616067,8.275014710736858,8.177198072810226,8.678033201050884,7.342962455387834,7.17757219537697,7.2781973326560685
25,7.774666321685125,6.93719880811817,6.409579409314385,7.206362124947986,7.513180710598348,7.510789344572234,7.57703838328137
26,7.771925070349297,7.3867518796163605,6.578083797163719,7.574431701306535,7.799437792681222,7.761982715355836,7.659823295433861
27,6.676375839669966,8.024159294368062,7.72036010636284,8.567217444991684,7.793884599079037,7.29679985270169,7.5099364829114945
28,7.728970402091581,7.570788853435388,6.638616620300485,7.552420794883838,7.732262263192133,7.184266992294249,7.583052826736608
29,7.886305010426422,7.136027599949889,6.44872699570772,7.2293960800827595,7.563506244911879,7.448413793770762,7.588303705447165
30,7.520823156171931,7.643294631607939,6.823025444812102,7.5965272379464945,7.54626867218615,7.159273827106281,7.461851645057056
31,7.659676164365386,7.8142727530445235,6.915853883229964,7.934178007398321,7.909978056234302,7.405763848325808,7.596427997868972
32,7.934416614861848,7.387064644843986,6.57969253100036,7.61974048656866,7.946242203284987,7.872723467987233,7.771359030462883
33,6.605476062975269,8.058373170734944,7.8184423840734265,8.508937503647626,7.41702405805083,7.113133300798266,7.29364784032607
34,7.657278153118046,7.788631670806394,6.85504034204969,7.830286730944621,7.865279705439506,7.429458978169649,7.577802985993058
35,6.6268525570451775,7.864348858621439,7.2468420977829435,8.359683708401747,7.715960399737976,7.247551628586949,7.421183293913427
36,6.584976515624996,8.193514304193918,7.871204429576697,8.452783026084049,7.367122798057283,7.103346456179681,7.300462170295486
37,6.624812617556753,8.018229976872028,7.435709689439075,8.287359466650011,7.551044748763543,7.172129302402473,7.362580940882689
38,7.2429154918608365,7.664487935416102,6.891994010821618,7.646725347557574,7.479498728285119,7.176374460433536,7.3567525041522215
39,6.578945701890632,8.051847819064365,7.843135899543882,8.52510094287305,7.364774956229984,7.111953718435427,7.275180511305052
40,7.329460590138799,7.541612037650589,6.671998476061262,7.798229618025887,7.766961295762701,7.5870876908117415,7.594445606456985
41,7.199554512629474,7.649615256639638,6.92814697216155,7.644527149766916,7.429711260972631,7.111677826054816,7.349354908377034
42,6.592222629686813,8.20881356861015,7.678763939723896,8.226607109237056,7.266600618343974,7.063565881078138,7.293088746175837
43,6.898085539308725,7.724667744598705,6.912078869794824,8.10615544523384,7.780089776896075,7.41286657867327,7.5932006463112405
44,6.5235572411612734,8.170694848979817,7.823036685169075,8.290247141081858,7.041297900461832,7.025631794827038,7.210140275686779
45,7.52900717876995,7.362680325379432,6.49885725697229,7.3939696874741925,7.479986397025475,7.2156173785390205,7.552124083511293
46,6.600290676736069,8.12255743170446,7.559810197456972,8.21524068688523,7.347572141357543,7.089143017740786,7.312315841267047
47,6.565447422664843,8.199164736164098,7.974441102177929,8.487383529940796,7.2690718220086765,7.0910740920305875,7.26693069538721
48,7.883003653357234,7.225060966133007,6.456623386908819,7.23395326417627,7.553056717782608,7.486238165530141,7.592462925230509
49,7.750861263965104,6.735127246713676,6.3544389748701375,7.150543814696093,7.584727490388981,8.329491734257607,7.602232677265944
50,7.678216367315869,7.086032593314753,6.403623523940175,7.1768148800454785,7.41181174159568,7.500360247536091,7.4328951538926304
51,6.568806001070958,8.230363913918158,7.832775602920172,8.32524741534881,7.241688663750445,7.04596628155361,7.279889781400753
52,7.153735395510219,6.7082931131848555,6.379288948098856,6.862205004885721,7.233128778549114,7.546327638392278,7.27017661701801
53,6.579939839316373,8.184831259386597,7.719678088931069,8.309513944792007,7.30177641061452,7.064037347395709,7.304397802017611
54,7.813005414951027,7.367458682978238,6.547199752438583,7.491043482642155,7.745800066160619,7.620559402529276,7.635587084466513
55,6.598263838803815,8.13174162671304,7.926410555759534,8.59648725743048,7.497683097025191,7.167946296388095,7.330544684291237
56,7.686275295656602,6.783811733520154,6.348209836821437,7.082475857540439,7.471199709450184,8.07407374835957,7.538407749546507
57,7.689444646733363,6.877892807047827,6.364127884908198,7.095116818282337,7.379808043525687,7.641057335958038,7.410882164966005
58,7.604114955247518,6.870230475120645,6.367945527903473,7.126097450935211,7.453242839064562,7.745603599761166,7.681684227780924
59,7.109655101403905,6.690304102434734,6.383404882157636,6.837468930419294,7.20080735422989,7.563506943479062,7.252749858668739
60,7.677905349339798,6.685133329853964,6.338683421337449,7.125124612190275,7.53886878981916,8.187248751944937,7.592881869590208
61,7.886235897199624,7.187570748342929,6.449672542677285,7.22311795456918,7.583711134696932,7.5621129625867844,7.633903357911649
62,7.667839978600901,7.29165141598162,6.548308844610933,7.560676135589553,7.765081452693522,7.732704583717879,7.590261020422199
