,0,1,2
0,7.3142645811562454,7.091784555193162,7.026641048397393
1,6.673633593846435,7.625245540495026,7.392617919891007
2,7.302537372351893,7.117818493907074,7.0392738553298635
3,6.6759209966662425,7.619521269504091,7.377317376402704
4,7.34522924121065,6.985721907698614,6.896626847513079
5,6.84344517818263,7.4317615512917214,7.257255805709726
6,6.716806414855646,7.585253042291325,7.358469054955127
7,7.345628702345486,6.985206296603077,6.896086986162027
8,7.013743205577195,7.347385856832829,7.104268027774463
9,7.176748877584308,7.060934758098543,6.909439573319149
10,6.824375096490455,7.471897771969483,7.321264329663466
11,7.131968294494566,7.144965731721024,6.958954228424268
12,6.753950247350071,7.559632499008007,7.367838360089377
13,6.881863057194279,7.418644648860131,7.2943703515982286
14,6.820308585306212,7.498851241137594,7.3279224805064205
15,7.134773320141573,7.098965653554896,6.9348757643767565
16,6.98037030992135,7.322533289391182,7.156081847116169
17,6.901655865235839,7.411272554570884,7.261954076831993
18,7.121887676975703,7.17372920961021,6.985311872892526
19,7.310674088704821,7.152252851156363,7.131204865679272
20,7.28982884582065,7.0951581433315365,6.993834864060599
21,6.86071118313819,7.467508440448987,7.240743729728705
22,7.342629450691684,7.0978545104613895,7.035930470879263
23,7.255583632327851,7.178631306421092,7.145793772801446
24,7.304204739605644,7.017535401868325,6.935156772476238
25,7.1125440045695125,7.240350917571103,7.194516076926562
26,7.262752556828141,7.183743667025355,7.1524140931798215
27,7.309979135360949,7.123620729813199,7.020090011363443
28,7.307909620900581,7.11415289462358,7.048261857121827
29,7.099523334210377,7.136196993422827,6.967585007577487
30,7.196691896802664,7.231953372566532,7.244774277298593
31,7.158335081892413,7.2701414664139605,7.295785008527636
32,7.27976301850011,7.002058461229683,7.008123671204119
33,7.100028902267073,7.175057273034153,7.229745938624111
34,7.280045326921675,7.132169576547463,7.073096666830123
35,7.336832676148949,6.922536609147277,6.812989565258759
36,7.488886710466861,6.913146256060563,6.867003044874322
37,7.284806784422763,6.998481890984704,7.0033629952952445
38,7.600708956199364,6.723297667314219,6.6657810086342755
39,7.114676869216752,7.1095762744939,6.9198808914816015
40,7.209277172658902,7.128583438831535,7.105453096586024
41,7.19905394420142,7.033045878623654,6.880204848488391
42,7.445842524050194,6.8368645224953815,6.720803350292984
43,7.282081333073747,7.178514245050838,7.161514845334312
44,7.4877959416337845,6.949172611973893,6.85604543655236
45,7.165870347671322,7.266050033590338,7.294142691693986
46,7.201088767416891,7.1689515992497554,7.142661183310392
47,7.5211465989588975,6.848217598192653,6.80056531128423
48,7.601673650500638,6.723248943799892,6.665642306873209
49,7.148254958453579,7.268584370895456,7.257142693819582
50,7.26643792140931,7.161952968312126,7.111159063868792
51,7.475866774340365,6.970390623638409,6.854010372679037
52,7.319011499603181,6.901640422068819,6.82095447611294
53,7.434262095527499,6.973384113789474,6.952625378859355
54,7.341392688154382,6.7772846237949365,6.6701502113906415
55,7.491332640425285,6.917358870455041,6.860092318129078
56,7.4858448338912815,6.921493899794848,6.842886132411499
