,0,1,2,3,4,5,6
0,7.05387204077572,7.740109154970415,7.138573869992343,7.938713555513902,7.477900729569234,7.397837690806169,7.413355144699445
1,7.473907299423104,7.3427972679513545,6.732180453201164,7.525158837665103,7.581438027666199,7.537252633133896,7.509871416564834
2,7.021077782497833,7.72630497064795,7.161262166025741,7.956720269001021,7.4411097185889545,7.3747581986177355,7.398150990653369
3,7.367612327231171,7.422632860872452,6.81588633105651,7.6430322405212765,7.6084771354362575,7.498910458106059,7.493345775533433
4,6.847887569183211,7.832583016986913,7.253513167051228,7.932241931362449,7.521516824365109,7.313620381963425,7.408716605903369
5,6.861694332761934,7.818412584983416,7.2427837936676855,7.9522387858449886,7.53616195840255,7.312562845505376,7.420167843648133
6,7.1846695623329735,7.612955650656239,7.120000162927122,7.908160552542662,7.550665029688161,7.488906562627682,7.459690146207937
7,6.740987277420018,8.025086063972644,7.446069145375066,8.16022424395433,7.490564702138764,7.232202246319794,7.3553435743921876
8,7.256083344771923,7.553750561119346,7.0364197453428625,7.823207831907486,7.563023045726185,7.514905883447522,7.469885739887268
9,7.420957271200052,7.514615204892191,6.8379972481391755,7.675777417469393,7.671836603183201,7.350301980886072,7.51538345516605
10,7.1426132903326955,7.74971605692709,7.006786137845625,7.891374243440327,7.606867754557566,7.450095893914023,7.460897321087086
11,7.382586789308118,7.529825846834875,6.858708987173007,7.692511336079326,7.663206274493849,7.349776028639396,7.505035156840154
12,7.371665676955382,7.361185038671754,6.762440502491774,7.595382655119413,7.623258298062285,7.525329846366079,7.492993758498571
13,7.154592721125597,7.737208318565754,6.987288379877193,7.87736714967848,7.611994339572651,7.449070179000528,7.4660122088475385
14,6.7421681468354375,8.042242022179796,7.436279311698213,8.13960303142073,7.477469259248316,7.218029855710075,7.350276680655374
15,6.844403929189435,7.830020399780285,7.405590279577053,8.209091061687655,7.408517370301171,7.279337642981423,7.375416134322582
16,7.502329520933856,7.20572224288055,6.651212316082631,7.496538005115315,7.57294108456781,7.633253340256016,7.566185904483569
17,6.7984699029340785,7.897726259413437,7.359063691211507,8.11980853325264,7.394684786607105,7.2335492906574075,7.342104085208124
18,7.446009032959326,7.223137420747419,6.741212528724589,7.585819920227736,7.537828191621592,7.608741063629813,7.5366089262275695
19,7.559227563243011,7.215486116346533,6.679911018657383,7.379753484993299,7.544966993516692,7.496524854189754,7.460976860040819
20,7.565549398600043,7.214421219741349,6.680425679274564,7.376853426586084,7.547478990164194,7.498763125319067,7.460484629611079
21,6.885663585303575,7.812071497018532,7.1906110165917605,8.080032478533594,7.55379037933605,7.274547455537466,7.421533969835956
22,6.844306383661777,7.8046599409732575,7.254684306115041,8.06975364292125,7.474461378095964,7.241753259881971,7.389138348073276
23,7.284624497167532,7.3147176415608195,6.778993710634463,7.588206550944335,7.549201399557366,7.505624646193227,7.503117811837083
24,6.721608743238973,7.993306299343765,7.492426333585887,8.165697917124092,7.511620735163452,7.2431345388526704,7.361846705971004
25,7.73560249815101,7.060618252129327,6.521030616751667,7.410516163729205,7.686331433494949,7.795161877816785,7.623430363632733
26,7.527270444432486,7.302114820060809,6.6555266649716796,7.56046035280251,7.623368790732187,7.679005016386414,7.547593990674208
27,7.061241995593289,7.637954584634077,7.132868701113784,8.027067317544438,7.630294440969854,7.428688981505992,7.470163781606572
28,7.731744716737467,7.232974390784847,6.6156470069394935,7.426809575084054,7.638485776619993,7.56812855423183,7.529551735910801
29,7.6699188668993745,7.045227214913961,6.530578318347276,7.416080892702924,7.662040002770244,7.79276805148874,7.61453990376938
30,7.578905848747116,7.227418163355533,6.610846121794074,7.496657795073478,7.581690126988206,7.589227801525269,7.5281868827197265
31,7.5867876944941015,7.222673750482187,6.601949896462326,7.4822560516949945,7.581323296594938,7.586821617659748,7.533928640947965
32,7.497534220319262,7.344793653956718,6.678327892646813,7.581305830687333,7.606095933883968,7.639320057405456,7.528593610760628
33,7.1109622898635605,7.494532375648206,6.9464312236196495,7.788485485796055,7.445102142880098,7.340428215297869,7.386528573061309
34,7.729899984719933,7.204114682519959,6.596810059389148,7.404908836060518,7.627868809772403,7.579527494634207,7.534848758587049
35,6.8385825644808085,7.804194384285737,7.246963760630798,8.022955247477453,7.575336611735028,7.27085621165578,7.408822849053971
36,6.836020029608891,7.826275025756953,7.282881185772032,8.121774169952557,7.606209512585583,7.2708828659387414,7.421507445312688
